userId,gender,churn,daysRegistered,weeksRegistered,latestLevel,totalSession,totalInteraction,totalLength,avgIntPerSession,avgSessionLength,avgSessionsPerWeek,totalSong,avgSongPerSession,avgSongPerWeek,totalHome,avgHomePerSession,avgHomePerWeek,totalAddFriend,avgAddFriendPerSession,avgAddFriendPerWeek,totalAddToPlaylist,avgAddToPlaylistPerSession,avgAddToPlaylistPerWeek,totalNextSong,avgNextSongPerSession,avgNextSongPerWeek,totalThumbsUp,avgThumbsUpPerSession,avgThumbsUpPerWeek,totalLogout,avgLogoutPerSession,avgLogoutPerWeek,totalDaysActive,totalWeeksActive,totalFortnightsActive,ActiveDaysRatio,ActiveWeeksRatio,totalSessionWk0,totalInteractionWk0,totalLengthWk0,avgIntPerSessionWk0,avgSessionLengthWk0,totalSessionWk1,totalInteractionWk1,totalLengthWk1,avgIntPerSessionWk1,avgSessionLengthWk1,totalSessionWk2,totalInteractionWk2,totalLengthWk2,avgIntPerSessionWk2,avgSessionLengthWk2,totalSessionWk3,totalInteractionWk3,totalLengthWk3,avgIntPerSessionWk3,avgSessionLengthWk3,totalDaysActiveFN0,totalWeeksActiveFN0,totalFortnightsActiveFN0,ActiveDaysRatioFN0,ActiveWeeksRatioFN0,totalDaysActiveFN1,totalWeeksActiveFN1,totalFortnightsActiveFN1,ActiveDaysRatioFN1,ActiveWeeksRatioFN1
132,1,0,66.8891087962963,9.555586970899471,1,16,2304,483118.90384000004,144.0,30194.931490000003,66970.41492834983,1928,120.5,267.2612455351576,83,5.1875,11.505541171897347,41,2.5625,5.68346009696134,38,2.375,5.2675971630373395,1928,120.5,267.2612455351576,96,6.0,13.307613885568015,34,2.125,4.713113251138672,20,7,4,0.39605993707047665,1.1089678237973346,3,465,95652.13377999999,155.0,31884.04459333333,4,598,122233.03555000003,149.5,30558.258887500007,3,694,152106.93866000007,231.33333333333334,50702.31288666669,1,94,18544.73616000001,94.0,18544.73616000001,8,2,1,0.5714285714285714,1.0,7,2,1,0.5,1.0
154,1,0,23.872037037037035,3.4102910052910054,0,3,118,20660.023910000004,39.333333333333336,6886.6746366666675,5787.941829957895,84,28.0,23.53274690457331,6,2.0,1.680910493183808,3,1.0,0.840455246591904,1,0.3333333333333333,0.280151748863968,84,28.0,23.53274690457331,11,3.6666666666666665,3.081669237503648,2,0.6666666666666666,0.560303497727936,3,3,2,0.12006503522741484,1.120606995455872,1,30,5898.57007,30.0,5898.57007,0,0,0.0,0.0,0.0,1,64,10343.790630000003,64.0,10343.790630000003,1,24,4417.66321,24.0,4417.66321,1,1,1,0.07142857142857142,0.5,2,2,1,0.14285714285714285,1.0
101,0,1,53.9659375,7.709419642857143,1,10,2149,447464.0146700001,214.9,44746.40146700001,197475.12906325603,1797,179.7,793.0532853873815,74,7.4,32.65773128473357,29,2.9,12.798300098071266,61,6.1,26.92056227525335,1797,179.7,793.0532853873815,86,8.6,37.953579601176855,24,2.4,10.591696632886565,12,3,2,0.7565497594918974,1.7652827721477606,4,964,196142.78916000007,241.0,49035.69729000002,5,1031,221171.16858,206.2,44234.233716,3,154,30150.05693,51.333333333333336,10050.018976666666,0,0,0.0,0.0,0.0,10,2,1,0.7142857142857143,1.0,2,1,1,0.14285714285714285,0.5
11,1,0,124.47825231481481,17.782607473544974,1,16,848,159669.96304000003,53.0,9979.372690000002,20992.795907063217,647,40.4375,85.06508483669715,37,2.3125,4.864618452794119,6,0.375,0.7888570463990463,20,1.25,2.629523487996821,647,40.4375,85.06508483669715,40,2.5,5.259046975993642,14,0.875,1.8406664415977747,16,7,4,0.3005169700567796,1.0518093951987284,1,36,7794.29732,36.0,7794.29732,2,283,58597.30219000002,141.5,29298.65109500001,2,78,12292.075829999998,39.0,6146.037914999999,3,168,29650.990210000004,56.0,9883.663403333334,3,2,1,0.21428571428571427,1.0,6,2,1,0.42857142857142855,1.0
138,0,0,66.62668981481481,9.518098544973546,1,15,2469,512449.88276000007,164.6,34163.32551733334,63968.566783834416,2070,138.0,258.3958699129067,71,4.733333333333333,8.862853509090035,41,2.7333333333333334,5.117985829192837,67,4.466666666666667,8.363537818437075,2070,138.0,258.3958699129067,95,6.333333333333333,11.858747653007793,18,1.2,2.2469206079383186,17,8,5,0.303155955039297,1.2482892266323993,2,853,177880.12821999998,426.5,88940.06410999999,0,0,0.0,0.0,0.0,1,116,24384.791050000007,116.0,24384.791050000007,1,36,7345.8798400000005,36.0,7345.8798400000005,4,1,1,0.2857142857142857,0.5,2,2,1,0.14285714285714285,1.0
300017,1,0,74.35851851851852,10.622645502645502,1,63,4428,897406.98021,70.28571428571429,14244.55524142857,106266.86468448836,3632,57.65079365079365,430.0849681866124,151,2.3968253968253967,17.880735186172487,63,1.0,7.460174282972627,113,1.7936507936507937,13.380947523427093,3632,57.65079365079365,430.0849681866124,303,4.809523809523809,35.87988583715406,41,0.6507936507936508,4.855034057172662,52,9,5,0.8796577385818065,1.184154648090893,6,374,72251.84477000003,62.333333333333336,12041.974128333337,8,331,68668.58386,41.375,8583.5729825,9,328,68521.07269999999,36.44444444444444,7613.452522222221,7,943,196449.75604,134.71428571428572,28064.250862857145,12,2,1,0.8571428571428571,1.0,13,2,1,0.9285714285714286,1.0
100021,0,1,64.73886574074074,9.248409391534391,0,5,319,57633.17564000001,63.8,11526.635128000002,8874.979631372269,230,46.0,35.417887224644026,15,3.0,2.3098622103028714,7,1.4,1.07793569814134,7,1.4,1.07793569814134,230,46.0,35.417887224644026,11,2.2,1.6938989542221057,7,1.4,1.07793569814134,4,3,3,0.08799475086868082,0.9239448841211485,1,182,33513.83913000001,182.0,33513.83913000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,39,7427.30532,39.0,7427.30532,1,1,1,0.07142857142857142,0.5,1,1,1,0.07142857142857142,0.5
29,0,1,60.104050925925925,8.58629298941799,1,34,3603,754517.5625699998,105.97058823529412,22191.6930167647,121918.51455393636,3028,89.05882352941177,489.2785541159221,121,3.5588235294117645,19.551751997366768,47,1.3823529411764706,7.594482180795356,89,2.6176470588235294,14.381040725335888,3028,89.05882352941177,489.2785541159221,154,4.529411764705882,24.884047996648615,41,1.2058823529411764,6.624973817289566,30,7,4,0.6925059739327072,1.29267781800772,5,272,52486.79607999999,54.4,10497.359215999999,3,741,154446.62987999985,247.0,51482.20995999995,8,641,134171.88954,80.125,16771.4861925,2,473,104976.66709000009,236.5,52488.333545000045,9,2,1,0.6428571428571429,1.0,9,2,1,0.6428571428571429,1.0
69,1,0,71.42444444444445,10.203492063492064,1,9,1342,286064.02564000007,149.11111111111111,31784.891737777783,39274.10013980468,1125,125.0,154.45270532857293,49,5.444444444444445,6.72727338764451,12,1.3333333333333333,1.647495523504778,33,3.6666666666666665,4.530612689638139,1125,125.0,154.45270532857293,72,8.0,9.884973141028668,10,1.1111111111111112,1.3729129362539816,12,7,4,0.2353565033578254,1.0983303490031853,2,350,76880.68735000001,175.0,38440.343675000004,0,0,0.0,0.0,0.0,1,43,9181.214700000002,43.0,9181.214700000002,2,176,39007.20058,88.0,19503.60029,2,1,1,0.14285714285714285,0.5,4,2,1,0.2857142857142857,1.0
112,0,0,87.46262731481481,12.494661044973546,0,10,292,53062.746589999995,29.2,5306.274659,6530.37565075283,215,21.5,26.45982078086506,16,1.6,1.9691029418318184,7,0.7,0.8614825370514205,7,0.7,0.8614825370514205,215,21.5,26.45982078086506,9,0.9,1.107620404780398,3,0.3,0.36920680159346597,7,7,5,0.12306893386448865,1.2306893386448865,2,33,6616.59691,16.5,3308.298455,0,0,0.0,0.0,0.0,1,108,19565.625330000006,108.0,19565.625330000006,2,22,3813.94912,11.0,1906.97456,1,1,1,0.07142857142857142,0.5,2,2,1,0.14285714285714285,1.0
42,1,0,67.11364583333334,9.587663690476191,1,47,4257,881792.9661300001,90.57446808510639,18761.552470851064,102724.7510972815,3573,76.02127659574468,416.23776755832716,176,3.74468085106383,20.503175787927674,52,1.1063829787234043,6.057756482796813,104,2.2127659574468086,12.115512965593625,3573,76.02127659574468,416.23776755832716,166,3.5319148936170213,19.338222618159055,44,0.9361702127659575,5.1257939469819185,46,9,5,0.7655406544193774,1.1649531697686177,6,227,43870.48204,37.833333333333336,7311.747006666667,6,744,157814.54276999997,124.0,26302.423794999995,4,294,61829.55655999999,73.5,15457.389139999997,5,1065,225731.05887,213.0,45146.211774,12,2,1,0.8571428571428571,1.0,9,2,1,0.6428571428571429,1.0
73,1,1,49.76208333333334,7.108869047619048,1,6,457,94240.35148,76.16666666666667,15706.725246666667,30640.793835294193,377,62.833333333333336,122.5757236098321,15,2.5,4.87701818076255,11,1.8333333333333333,3.57647999922587,11,1.8333333333333333,3.57647999922587,377,62.833333333333336,122.5757236098321,14,2.3333333333333335,4.55188363537838,7,1.1666666666666667,2.27594181768919,5,3,2,0.23223896098869287,1.3005381815366799,3,212,43564.851670000004,70.66666666666667,14521.617223333335,2,122,23960.614719999998,61.0,11980.307359999999,0,0,0.0,0.0,0.0,1,123,26714.885089999996,123.0,26714.885089999996,4,2,1,0.2857142857142857,1.0,1,1,1,0.07142857142857142,0.5
87,0,1,59.125856481481485,8.446550925925926,1,25,1003,193639.95912999997,40.12,7745.598365199999,69955.18680060998,767,30.68,277.0896488366134,56,2.24,20.230795742960037,27,1.08,9.754133661784303,19,0.76,6.864019984218585,767,30.68,277.0896488366134,32,1.28,11.56045471026288,19,0.76,6.864019984218585,16,3,2,0.8257467650187771,1.44505683878286,9,487,91168.69615,54.111111111111114,10129.855127777779,9,379,74193.73569999999,42.111111111111114,8243.74841111111,7,137,28277.52728,19.571428571428573,4039.646754285714,0,0,0.0,0.0,0.0,12,2,1,0.8571428571428571,1.0,4,1,1,0.2857142857142857,0.5
200010,1,0,38.142488425925926,5.448926917989418,0,6,317,60776.61743,52.833333333333336,10129.436238333334,14529.590170197376,237,39.5,56.658514671417414,14,2.3333333333333335,3.3469164784803533,8,1.3333333333333333,1.9125237019887733,5,0.8333333333333334,1.1953273137429834,237,39.5,56.658514671417414,14,2.3333333333333335,3.3469164784803533,9,1.5,2.15158916473737,6,4,3,0.20491325378451142,1.43439277649158,1,2,639.05914,2.0,639.05914,0,0,0.0,0.0,0.0,1,46,9174.788129999999,46.0,9174.788129999999,3,183,34874.89762,61.0,11624.965873333334,1,1,1,0.07142857142857142,0.5,4,2,1,0.2857142857142857,1.0
64,0,0,49.15244212962963,7.021777447089947,0,3,68,11530.349750000003,22.666666666666668,3843.449916666668,3464.041527832075,46,15.333333333333334,13.819694435572123,7,2.3333333333333335,2.1029969793261927,5,1.6666666666666667,1.502140699518709,1,0.3333333333333333,0.3004281399037418,46,15.333333333333334,13.819694435572123,4,1.3333333333333333,1.2017125596149671,3,1.0,0.9012844197112254,3,2,2,0.1287549171016036,1.2017125596149671,2,65,11261.759180000003,32.5,5630.879590000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,3,268.59057,3.0,268.59057,2,1,1,0.14285714285714285,0.5,1,1,1,0.07142857142857142,0.5
3,0,1,80.89527777777778,11.556468253968253,1,4,254,54424.74544,63.5,13606.18636,14048.638328795152,214,53.5,55.23973659512192,8,2.0,2.065036882060632,1,0.25,0.258129610257579,4,1.0,1.032518441030316,214,53.5,55.23973659512192,14,3.5,3.613814543606107,3,0.75,0.7743888307727371,4,2,2,0.1475026344329023,1.032518441030316,3,230,49060.7456,76.66666666666667,16353.581866666667,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,24,5363.999840000001,24.0,5363.999840000001,3,1,1,0.21428571428571427,0.5,1,1,1,0.07142857142857142,0.5
113,1,0,123.53140046296296,17.647342923280423,1,24,1895,400094.13202,78.95833333333333,16670.58883416667,46707.38144376166,1585,66.04166666666667,185.03445480340497,72,3.0,8.405350628293474,32,1.3333333333333333,3.7357113903526553,50,2.0833333333333335,5.837049047426024,1585,66.04166666666667,185.03445480340497,82,3.4166666666666665,9.57276043777868,18,0.75,2.1013376570733686,29,9,5,0.4836412067867277,1.1674098094852048,3,192,37665.57404000001,64.0,12555.191346666668,3,310,68149.92677,103.33333333333333,22716.64225666667,2,111,23603.758190000004,55.5,11801.879095000002,4,270,54783.848499999986,67.5,13695.962124999996,6,2,1,0.42857142857142855,1.0,7,2,1,0.5,1.0
30,0,0,63.06664351851852,9.009520502645502,1,32,1775,359808.24564000004,55.46875,11244.007676250001,41291.01421009248,1417,44.28125,162.61263560435907,70,2.1875,8.03308715053291,25,0.78125,2.8689596966188966,47,1.46875,5.393644229643526,1417,44.28125,162.61263560435907,62,1.9375,7.115020047614864,20,0.625,2.2951677572951175,26,9,5,0.42624544064052183,1.1475838786475587,2,565,116305.65778000004,282.5,58152.82889000002,3,13,2513.62856,4.333333333333333,837.8761866666667,2,55,11505.142060000002,27.5,5752.571030000001,9,317,59984.71263999999,35.22222222222222,6664.9680711111105,4,2,1,0.2857142857142857,1.0,7,2,1,0.5,1.0
34,0,0,71.14295138888889,10.16327876984127,0,3,73,12931.08455,24.333333333333332,4310.361516666667,2176.7194113044834,53,17.666666666666668,8.921612750504956,8,2.6666666666666665,1.3466585283781063,0,0.0,0.0,4,1.3333333333333333,0.6733292641890531,53,17.666666666666668,8.921612750504956,2,0.6666666666666666,0.3366646320945266,3,1.0,0.5049969481417899,3,2,2,0.07214242116311285,0.6733292641890531,1,19,3476.8654900000006,19.0,3476.8654900000006,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,1,0.07142857142857142,0.5,0,0,0,0.0,0.0
133,0,0,39.88013888888889,5.697162698412699,0,1,44,8029.164280000002,44.0,8029.164280000002,465494.49353374244,32,32.0,1855.2147239263802,3,3.0,173.92638036809817,1,1.0,57.97546012269938,3,3.0,173.92638036809817,32,32.0,1855.2147239263802,2,2.0,115.95092024539876,2,2.0,115.95092024539876,1,1,1,8.282208588957054,115.95092024539876,1,44,8029.164280000002,44.0,8029.164280000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,1,0.07142857142857142,0.5,0,0,0,0.0,0.0
59,0,0,64.60553240740741,9.229361772486772,1,7,872,180434.79327000002,124.57142857142857,25776.39903857143,21468.221499212505,724,103.42857142857143,86.14188030892437,33,4.714285714285714,3.926356422920586,16,2.2857142857142856,1.9036879626281626,14,2.0,1.6657269672996424,724,103.42857142857143,86.14188030892437,30,4.285714285714286,3.569414929927805,9,1.2857142857142858,1.0708244789783414,8,5,4,0.13597771161629732,0.9518439813140813,1,191,40816.278770000026,191.0,40816.278770000026,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,277,56832.78475000003,277.0,56832.78475000003,1,1,1,0.07142857142857142,0.5,2,1,1,0.14285714285714285,0.5
139,0,0,87.42347222222222,12.489067460317461,1,4,457,95068.01513000003,114.25,23767.003782500007,32194.218386571607,377,94.25,127.66880969525394,18,4.5,6.095593035847668,6,1.5,2.031864345282556,13,3.25,4.402372748112205,377,94.25,127.66880969525394,18,4.5,6.095593035847668,5,1.25,1.6932202877354634,4,3,2,0.19351089002691013,1.3545762301883708,2,277,57150.43509000004,138.5,28575.21754500002,1,69,13487.621510000003,69.0,13487.621510000003,1,111,24429.95852999999,111.0,24429.95852999999,0,0,0.0,0.0,0.0,3,2,1,0.21428571428571427,1.0,1,1,1,0.07142857142857142,0.5
146,0,0,86.40864583333334,12.344092261904763,0,17,837,163626.54613,49.23529411764706,9625.09094882353,18973.503426520176,650,38.23529411764706,75.37149392275151,30,1.7647058823529411,3.4786843348962235,9,0.5294117647058824,1.043605300468867,13,0.7647058823529411,1.5074298784550302,650,38.23529411764706,75.37149392275151,38,2.235294117647059,4.406333490868549,9,0.5294117647058824,1.043605300468867,15,8,5,0.24847745249258738,1.159561444965408,6,343,67179.844,57.166666666666664,11196.640666666666,0,0,0.0,0.0,0.0,1,41,7577.48051,41.0,7577.48051,1,60,11495.110589999998,60.0,11495.110589999998,4,1,1,0.2857142857142857,0.5,2,2,1,0.14285714285714285,1.0
8,1,0,114.99788194444444,16.42826884920635,0,7,334,63393.53190999999,47.714285714285715,9056.218844285713,8714.840255579858,251,35.857142857142854,34.5054903591117,21,3.0,2.886913536021297,5,0.7142857142857143,0.6873603657193564,6,0.8571428571428571,0.8248324388632278,251,35.857142857142854,34.5054903591117,16,2.2857142857142856,2.199553170301941,8,1.1428571428571428,1.0997765851509704,8,6,4,0.1571109407358529,1.0997765851509704,1,25,4704.9840300000005,25.0,4704.9840300000005,1,9,1613.84217,9.0,1613.84217,1,6,1031.12961,6.0,1031.12961,0,0,0.0,0.0,0.0,2,2,1,0.14285714285714285,1.0,1,1,1,0.07142857142857142,0.5
22,1,0,61.48951388888889,8.78421626984127,0,2,40,7403.8208,20.0,3701.9104,3517.914955505886,28,14.0,13.304160299796129,2,1.0,0.9502971642711521,3,1.5,1.425445746406728,0,0.0,0.0,28,14.0,13.304160299796129,3,1.5,1.425445746406728,0,0.0,0.0,2,2,2,0.13575673775302174,1.9005943285423041,1,35,6488.28211,35.0,6488.28211,0,0,0.0,0.0,0.0,1,5,915.5386900000001,5.0,915.5386900000001,0,0,0.0,0.0,0.0,1,1,1,0.07142857142857142,0.5,1,1,1,0.07142857142857142,0.5
28,1,1,44.31443287037037,6.3306332671957675,1,21,1781,364840.63897,84.80952380952381,17373.363760476193,71499.57290876965,1457,69.38095238095238,285.5352902082913,65,3.0952380952380953,12.738362294810525,20,0.9523809523809523,3.9194960907109304,50,2.380952380952381,9.798740226777326,1457,69.38095238095238,285.5352902082913,79,3.761904761904762,15.482009558308176,24,1.1428571428571428,4.703395308853117,16,6,3,0.44794241036696353,1.1758488272132792,6,1062,223580.58963000006,177.0,37263.43160500001,5,349,73070.47507000001,69.8,14614.095014000002,3,57,10672.543020000001,19.0,3557.51434,2,168,30582.667590000005,84.0,15291.333795000002,7,2,1,0.5,1.0,5,2,1,0.35714285714285715,1.0
300018,0,0,92.85342592592593,13.264775132275131,1,28,2046,415080.29448,73.07142857142857,14824.29623142857,57365.60783700197,1640,58.57142857142857,226.65397057825473,84,3.0,11.609105810105731,35,1.25,4.837127420877388,58,2.0714285714285716,8.015811154596815,1640,58.57142857142857,226.65397057825473,132,4.714285714285714,18.24288055873758,24,0.8571428571428571,3.316887374315923,29,8,4,0.5725579396140581,1.1056291247719743,9,371,71958.85716000004,41.22222222222222,7995.428573333338,2,179,36910.95331,89.5,18455.476655,3,199,40623.65175,66.33333333333333,13541.21725,4,624,124975.57762999996,156.0,31243.89440749999,8,2,1,0.5714285714285714,1.0,9,2,1,0.6428571428571429,1.0
300012,0,0,150.0044675925926,21.429209656084655,1,7,786,158898.88207000002,112.28571428571429,22699.84029571429,20869.726570253046,642,91.71428571428571,84.32006747662358,28,4.0,3.677510731067695,16,2.2857142857142856,2.1014347034672545,14,2.0,1.8387553655338476,642,91.71428571428571,84.32006747662358,52,7.428571428571429,6.829662786268577,4,0.5714285714285714,0.5253586758668136,6,4,4,0.1125768591143172,1.0507173517336272,2,471,94840.95567,235.5,47420.477835,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,239,50729.10327000001,119.5,25364.551635000003,2,1,1,0.14285714285714285,0.5,1,1,1,0.07142857142857142,0.5
100022,1,1,47.92025462962963,6.845750661375662,0,20,964,168612.26269,48.2,8430.6131345,27843.846735084982,681,34.05,112.45718030280275,37,1.85,6.110008327758741,11,0.55,1.8164889623066525,14,0.7,2.3118950429357397,681,34.05,112.45718030280275,45,2.25,7.431091209436306,14,0.7,2.3118950429357397,18,7,4,0.4246337833963603,1.3210828816775655,7,194,35344.265790000005,27.714285714285715,5049.180827142858,3,218,38436.188659999985,72.66666666666667,12812.062886666661,2,77,13477.85079,38.5,6738.925395,1,4,225.07057,4.0,225.07057,8,2,1,0.5714285714285714,1.0,2,2,1,0.14285714285714285,1.0
